Date,Species,Strata,Sex,BroodAge,Length_mm
7/21/1996,chum salmon,3,Female,4,500
7/21/1996,chum salmon,3,Female,4,540
7/21/1996,chum salmon,3,Female,4,535
7/21/1996,chum salmon,3,Female,4,470
7/21/1996,chum salmon,3,Female,4,550
7/21/1996,chum salmon,3,Female,4,550
7/21/1996,chum salmon,3,Female,4,515
7/21/1996,chum salmon,3,Female,4,540
7/21/1996,chum salmon,3,Female,4,520
7/21/1996,chum salmon,3,Male,4,600
7/21/1996,chum salmon,3,Male,4,525
7/21/1996,chum salmon,3,Male,4,560
7/21/1996,chum salmon,3,Male,4,590
7/21/1996,chum salmon,3,Male,4,605
7/21/1996,chum salmon,3,Male,4,610
7/21/1996,chum salmon,3,Male,4,600
7/21/1996,chum salmon,3,Male,4,570
7/21/1996,chum salmon,3,Male,4,540
7/21/1996,chum salmon,3,Male,4,555
7/21/1996,chum salmon,3,Female,5,555
7/21/1996,chum salmon,3,Female,5,565
7/21/1996,chum salmon,3,Female,5,525
7/21/1996,chum salmon,3,Female,5,530
7/21/1996,chum salmon,3,Female,5,570
7/21/1996,chum salmon,3,Female,5,510
7/21/1996,chum salmon,3,Female,5,575
7/21/1996,chum salmon,3,Female,5,535
7/21/1996,chum salmon,3,Female,5,525
7/21/1996,chum salmon,3,Female,5,515
7/21/1996,chum salmon,3,Female,5,530
7/21/1996,chum salmon,3,Female,5,560
7/21/1996,chum salmon,3,Female,5,540
7/21/1996,chum salmon,3,Male,5,610
7/21/1996,chum salmon,3,Male,5,625
7/21/1996,chum salmon,3,Male,5,570
7/21/1996,chum salmon,3,Male,5,695
7/21/1996,chum salmon,3,Male,5,540
7/21/1996,chum salmon,3,Male,5,570
7/21/1996,chum salmon,3,Male,5,545
7/22/1996,chum salmon,3,Female,4,515
7/22/1996,chum salmon,3,Female,4,505
7/22/1996,chum salmon,3,Female,4,510
7/22/1996,chum salmon,3,Female,4,530
7/22/1996,chum salmon,3,Female,4,550
7/22/1996,chum salmon,3,Female,4,540
7/22/1996,chum salmon,3,Female,4,560
7/22/1996,chum salmon,3,Female,4,520
7/22/1996,chum salmon,3,Female,4,520
7/22/1996,chum salmon,3,Female,4,530
7/22/1996,chum salmon,3,Female,4,540
7/22/1996,chum salmon,3,Female,4,535
7/22/1996,chum salmon,3,Female,4,520
7/22/1996,chum salmon,3,Female,4,550
7/22/1996,chum salmon,3,Female,4,550
7/22/1996,chum salmon,3,Female,4,515
7/22/1996,chum salmon,3,Female,4,530
7/22/1996,chum salmon,3,Female,4,610
7/22/1996,chum salmon,3,Male,4,560
7/22/1996,chum salmon,3,Male,4,545
7/22/1996,chum salmon,3,Male,4,580
7/22/1996,chum salmon,3,Male,4,550
7/22/1996,chum salmon,3,Female,5,550
7/22/1996,chum salmon,3,Female,5,540
7/22/1996,chum salmon,3,Female,5,550
7/22/1996,chum salmon,3,Female,5,520
7/22/1996,chum salmon,3,Female,5,565
7/22/1996,chum salmon,3,Female,5,520
7/22/1996,chum salmon,3,Female,5,540
7/22/1996,chum salmon,3,Female,5,540
7/22/1996,chum salmon,3,Female,5,525
7/22/1996,chum salmon,3,Male,5,610
7/22/1996,chum salmon,3,Male,5,600
7/22/1996,chum salmon,3,Male,5,570
7/22/1996,chum salmon,3,Male,5,590
7/22/1996,chum salmon,3,Male,5,590
7/22/1996,chum salmon,3,Female,6,535
7/3/1996,chinook salmon,1,Female,7,900
7/3/1996,chinook salmon,1,Male,4,545
7/3/1996,chinook salmon,1,Male,4,560
7/3/1996,chinook salmon,1,Male,5,585
7/3/1996,chinook salmon,1,Male,5,655
7/3/1996,chinook salmon,1,Male,5,660
7/3/1996,chinook salmon,1,Male,5,670
7/3/1996,chinook salmon,1,Male,5,680
7/3/1996,chinook salmon,1,Male,5,685
7/3/1996,chinook salmon,1,Male,5,685
7/3/1996,chinook salmon,1,Male,5,695
7/3/1996,chinook salmon,1,Male,5,695
7/3/1996,chinook salmon,1,Male,5,710
7/3/1996,chinook salmon,1,Male,5,730
7/4/1996,chinook salmon,1,Female,5,690
7/4/1996,chinook salmon,1,Male,3,380
7/4/1996,chinook salmon,1,Male,4,580
7/4/1996,chinook salmon,1,Male,4,465
7/4/1996,chinook salmon,1,Male,5,760
7/4/1996,chinook salmon,1,Male,5,790
7/4/1996,chinook salmon,1,Male,5,610
7/4/1996,chinook salmon,1,Male,5,640
7/4/1996,chinook salmon,1,Male,5,645
7/5/1996,chinook salmon,3,Male,6,835
7/5/1996,chinook salmon,1,Female,5,825
7/5/1996,chinook salmon,1,Female,6,760
7/5/1996,chinook salmon,1,Male,4,480
7/5/1996,chinook salmon,1,Male,4,525
7/5/1996,chinook salmon,1,Male,4,485
7/5/1996,chinook salmon,1,Male,5,685
7/5/1996,chinook salmon,1,Male,5,740
7/5/1996,chinook salmon,1,Male,5,595
7/5/1996,chinook salmon,1,Male,5,635
7/5/1996,chinook salmon,1,Male,5,645
7/5/1996,chinook salmon,1,Male,5,660
7/5/1996,chinook salmon,1,Male,5,660
7/5/1996,chinook salmon,1,Male,5,660
7/5/1996,chinook salmon,1,Male,5,660
7/5/1996,chinook salmon,1,Male,5,670
7/5/1996,chinook salmon,1,Male,5,675
7/5/1996,chinook salmon,1,Male,5,680
7/5/1996,chinook salmon,1,Male,5,685
7/5/1996,chinook salmon,1,Male,5,690
7/5/1996,chinook salmon,1,Male,5,690
7/5/1996,chinook salmon,1,Male,5,690
7/5/1996,chinook salmon,1,Male,5,690
7/5/1996,chinook salmon,1,Male,5,770
7/5/1996,chinook salmon,1,Male,5,775
7/6/1996,chinook salmon,1,Female,6,830
7/6/1996,chinook salmon,1,Female,6,835
7/6/1996,chinook salmon,1,Male,4,565
7/6/1996,chinook salmon,1,Male,4,570
7/6/1996,chinook salmon,1,Male,4,510
7/6/1996,chinook salmon,1,Male,5,695
7/6/1996,chinook salmon,1,Male,5,765
7/6/1996,chinook salmon,1,Male,5,635
7/6/1996,chinook salmon,1,Male,5,640
7/6/1996,chinook salmon,1,Male,5,650
7/6/1996,chinook salmon,1,Male,5,655
7/6/1996,chinook salmon,1,Male,5,670
7/6/1996,chinook salmon,1,Male,5,680
7/6/1996,chinook salmon,1,Male,5,700
7/6/1996,chinook salmon,1,Male,5,710
7/6/1996,chinook salmon,1,Male,6,680
7/6/1996,chinook salmon,1,Male,6,685
7/6/1996,chinook salmon,1,Male,6,660
7/7/1996,chinook salmon,3,Male,6,1050
7/7/1996,chinook salmon,1,Female,6,850
7/7/1996,chinook salmon,1,Male,4,515
7/7/1996,chinook salmon,1,Male,5,715
7/7/1996,chinook salmon,1,Male,5,770
7/7/1996,chinook salmon,1,Male,5,690
7/7/1996,chinook salmon,1,Male,5,720
7/8/1996,chinook salmon,1,Male,4,525
7/8/1996,chinook salmon,1,Male,4,565
7/8/1996,chinook salmon,1,Male,4,470
7/8/1996,chinook salmon,1,Male,5,740
7/8/1996,chinook salmon,1,Male,5,755
7/8/1996,chinook salmon,1,Male,5,665
7/8/1996,chinook salmon,1,Male,5,675
7/8/1996,chinook salmon,1,Male,5,700
7/9/1996,chinook salmon,1,Female,5,770
7/9/1996,chinook salmon,1,Female,5,670
7/9/1996,chinook salmon,1,Female,6,800
7/9/1996,chinook salmon,1,Female,6,870
7/9/1996,chinook salmon,1,Female,6,745
7/9/1996,chinook salmon,1,Female,6,845
7/9/1996,chinook salmon,1,Female,7,915
7/9/1996,chinook salmon,1,Female,7,870
7/9/1996,chinook salmon,1,Male,4,475
7/9/1996,chinook salmon,1,Male,4,490
7/9/1996,chinook salmon,1,Male,4,425
7/9/1996,chinook salmon,1,Male,4,430
7/9/1996,chinook salmon,1,Male,4,450
7/9/1996,chinook salmon,1,Male,4,455
7/9/1996,chinook salmon,1,Male,4,455
7/9/1996,chinook salmon,1,Male,4,465
7/9/1996,chinook salmon,1,Male,4,485
7/9/1996,chinook salmon,1,Male,4,515
7/9/1996,chinook salmon,1,Male,4,525
7/9/1996,chinook salmon,1,Male,4,525
7/9/1996,chinook salmon,1,Male,4,525
7/9/1996,chinook salmon,1,Male,4,530
7/9/1996,chinook salmon,1,Male,4,545
7/9/1996,chinook salmon,1,Male,5,710
7/9/1996,chinook salmon,1,Male,5,750
7/9/1996,chinook salmon,1,Male,5,530
7/9/1996,chinook salmon,1,Male,5,610
7/9/1996,chinook salmon,1,Male,5,615
7/9/1996,chinook salmon,1,Male,5,625
7/9/1996,chinook salmon,1,Male,5,635
7/9/1996,chinook salmon,1,Male,5,655
7/9/1996,chinook salmon,1,Male,5,660
7/9/1996,chinook salmon,1,Male,5,660
7/9/1996,chinook salmon,1,Male,5,665
7/9/1996,chinook salmon,1,Male,5,665
7/9/1996,chinook salmon,1,Male,5,665
7/9/1996,chinook salmon,1,Male,5,670
7/9/1996,chinook salmon,1,Male,5,670
7/9/1996,chinook salmon,1,Male,5,670
7/9/1996,chinook salmon,1,Male,5,675
7/9/1996,chinook salmon,1,Male,5,690
7/9/1996,chinook salmon,1,Male,5,690
7/9/1996,chinook salmon,1,Male,5,695
7/9/1996,chinook salmon,1,Male,5,700
7/9/1996,chinook salmon,1,Male,5,700
7/9/1996,chinook salmon,1,Male,5,700
7/9/1996,chinook salmon,1,Male,5,705
7/9/1996,chinook salmon,1,Male,5,715
7/9/1996,chinook salmon,1,Male,5,715
7/9/1996,chinook salmon,1,Male,5,720
7/9/1996,chinook salmon,1,Male,6,665
7/9/1996,chinook salmon,1,Male,6,825
7/9/1996,chinook salmon,1,Male,6,685
7/10/1996,chinook salmon,2,Female,6,880
7/10/1996,chinook salmon,2,Female,7,910
7/10/1996,chinook salmon,2,Female,7,845
7/10/1996,chinook salmon,2,Male,4,425
7/10/1996,chinook salmon,2,Male,4,480
7/10/1996,chinook salmon,2,Male,4,505
7/10/1996,chinook salmon,2,Male,4,505
7/10/1996,chinook salmon,2,Male,4,520
7/10/1996,chinook salmon,2,Male,4,545
7/10/1996,chinook salmon,2,Male,4,480
7/10/1996,chinook salmon,2,Male,5,610
7/10/1996,chinook salmon,2,Male,5,620
7/10/1996,chinook salmon,2,Male,5,625
7/10/1996,chinook salmon,2,Male,5,625
7/10/1996,chinook salmon,2,Male,5,630
7/10/1996,chinook salmon,2,Male,5,655
7/10/1996,chinook salmon,2,Male,5,660
7/10/1996,chinook salmon,2,Male,5,690
7/10/1996,chinook salmon,2,Male,5,705
7/10/1996,chinook salmon,2,Male,5,745
7/11/1996,chinook salmon,2,Female,5,715
7/11/1996,chinook salmon,2,Female,5,765
7/11/1996,chinook salmon,2,Female,6,750
7/11/1996,chinook salmon,2,Female,7,855
7/11/1996,chinook salmon,2,Male,4,530
7/11/1996,chinook salmon,2,Male,4,575
7/11/1996,chinook salmon,2,Male,4,480
7/11/1996,chinook salmon,2,Male,4,480
7/11/1996,chinook salmon,2,Male,4,490
7/11/1996,chinook salmon,2,Male,4,505
7/11/1996,chinook salmon,2,Male,4,505
7/11/1996,chinook salmon,2,Male,4,535
7/11/1996,chinook salmon,2,Male,5,735
7/11/1996,chinook salmon,2,Male,5,735
7/11/1996,chinook salmon,2,Male,5,555
7/11/1996,chinook salmon,2,Male,5,625
7/11/1996,chinook salmon,2,Male,5,650
7/11/1996,chinook salmon,2,Male,5,660
7/11/1996,chinook salmon,2,Male,5,670
7/11/1996,chinook salmon,2,Male,5,680
7/11/1996,chinook salmon,2,Male,5,685
7/11/1996,chinook salmon,2,Male,5,685
7/11/1996,chinook salmon,2,Male,5,685
7/11/1996,chinook salmon,2,Male,5,690
7/11/1996,chinook salmon,2,Male,5,690
7/11/1996,chinook salmon,2,Male,5,695
7/11/1996,chinook salmon,2,Male,5,695
7/11/1996,chinook salmon,2,Male,5,715
7/11/1996,chinook salmon,2,Male,5,725
7/11/1996,chinook salmon,2,Male,5,730
7/11/1996,chinook salmon,2,Male,5,735
7/11/1996,chinook salmon,2,Male,5,735
7/11/1996,chinook salmon,2,Male,5,750
7/11/1996,chinook salmon,2,Male,5,770
7/11/1996,chinook salmon,2,Male,6,670
7/11/1996,chinook salmon,2,Male,6,690
7/11/1996,chinook salmon,2,Male,6,710
7/11/1996,chinook salmon,2,Male,6,750
7/11/1996,chinook salmon,2,Male,6,780
7/12/1996,chinook salmon,1,Male,6,705
7/12/1996,chinook salmon,1,Male,6,800
7/12/1996,chinook salmon,2,Female,5,670
7/12/1996,chinook salmon,2,Female,6,875
7/12/1996,chinook salmon,2,Female,6,900
7/12/1996,chinook salmon,2,Female,7,815
7/12/1996,chinook salmon,2,Male,4,562
7/12/1996,chinook salmon,2,Male,4,570
7/12/1996,chinook salmon,2,Male,4,455
7/12/1996,chinook salmon,2,Male,4,455
7/12/1996,chinook salmon,2,Male,4,475
7/12/1996,chinook salmon,2,Male,4,580
7/12/1996,chinook salmon,2,Male,5,765
7/12/1996,chinook salmon,2,Male,5,795
7/12/1996,chinook salmon,2,Male,5,615
7/12/1996,chinook salmon,2,Male,5,620
7/12/1996,chinook salmon,2,Male,5,630
7/12/1996,chinook salmon,2,Male,5,665
7/12/1996,chinook salmon,2,Male,5,670
7/12/1996,chinook salmon,2,Male,5,680
7/12/1996,chinook salmon,2,Male,5,685
7/12/1996,chinook salmon,2,Male,5,700
7/12/1996,chinook salmon,2,Male,5,720
7/12/1996,chinook salmon,2,Male,5,750
7/15/1996,chinook salmon,2,Female,5,680
7/15/1996,chinook salmon,2,Female,6,870
7/15/1996,chinook salmon,2,Female,6,875
7/15/1996,chinook salmon,2,Female,6,795
7/15/1996,chinook salmon,2,Male,4,580
7/15/1996,chinook salmon,2,Male,4,592
7/15/1996,chinook salmon,2,Male,5,755
7/15/1996,chinook salmon,2,Male,5,770
7/15/1996,chinook salmon,2,Male,5,655
7/15/1996,chinook salmon,2,Male,5,670
7/15/1996,chinook salmon,2,Male,5,675
7/15/1996,chinook salmon,2,Male,5,680
7/16/1996,chinook salmon,2,Female,6,845
7/16/1996,chinook salmon,2,Female,7,920
7/16/1996,chinook salmon,2,Male,4,535
7/16/1996,chinook salmon,2,Male,5,735
7/16/1996,chinook salmon,2,Male,5,750
7/16/1996,chinook salmon,2,Male,5,600
7/16/1996,chinook salmon,2,Male,5,710
7/16/1996,chinook salmon,2,Male,5,715
7/16/1996,chinook salmon,2,Male,5,730
7/17/1996,chinook salmon,3,Female,6,860
7/17/1996,chinook salmon,3,Female,7,920
7/17/1996,chinook salmon,3,Male,4,555
7/17/1996,chinook salmon,3,Male,4,530
7/17/1996,chinook salmon,3,Male,5,645
7/17/1996,chinook salmon,3,Male,5,665
7/17/1996,chinook salmon,3,Male,5,670
7/17/1996,chinook salmon,3,Male,5,670
7/18/1996,chinook salmon,2,Male,6,860
7/18/1996,chinook salmon,2,Male,7,890
7/18/1996,chinook salmon,3,Female,5,850
7/18/1996,chinook salmon,3,Female,5,880
7/18/1996,chinook salmon,3,Female,6,880
7/18/1996,chinook salmon,3,Female,7,945
7/18/1996,chinook salmon,3,Female,7,910
7/18/1996,chinook salmon,3,Male,3,400
7/18/1996,chinook salmon,3,Male,3,440
7/18/1996,chinook salmon,3,Male,4,414
7/18/1996,chinook salmon,3,Male,4,480
7/18/1996,chinook salmon,3,Male,5,690
7/18/1996,chinook salmon,3,Male,5,720
7/18/1996,chinook salmon,3,Male,5,620
7/18/1996,chinook salmon,3,Male,5,665
7/18/1996,chinook salmon,3,Male,5,675
7/18/1996,chinook salmon,3,Male,5,695
7/18/1996,chinook salmon,3,Male,5,700
7/18/1996,chinook salmon,3,Male,5,705
7/18/1996,chinook salmon,3,Male,5,720
7/18/1996,chinook salmon,3,Male,5,730
7/18/1996,chinook salmon,3,Male,5,740
7/18/1996,chinook salmon,3,Male,5,780
7/18/1996,chinook salmon,3,Male,6,715
7/19/1996,chinook salmon,3,Female,5,830
7/19/1996,chinook salmon,3,Female,6,760
7/19/1996,chinook salmon,3,Female,6,780
7/19/1996,chinook salmon,3,Female,6,770
7/19/1996,chinook salmon,3,Female,6,790
7/19/1996,chinook salmon,3,Female,6,890
7/19/1996,chinook salmon,3,Female,7,944
7/19/1996,chinook salmon,3,Female,7,1010
7/19/1996,chinook salmon,3,Female,7,840
7/19/1996,chinook salmon,3,Female,7,940
7/19/1996,chinook salmon,3,Male,4,480
7/19/1996,chinook salmon,3,Male,4,545
7/19/1996,chinook salmon,3,Male,5,760
7/19/1996,chinook salmon,3,Male,5,860
7/19/1996,chinook salmon,3,Male,5,560
7/19/1996,chinook salmon,3,Male,5,615
7/19/1996,chinook salmon,3,Male,5,670
7/19/1996,chinook salmon,3,Male,5,685
7/19/1996,chinook salmon,3,Male,5,685
7/19/1996,chinook salmon,3,Male,5,690
7/19/1996,chinook salmon,3,Male,5,700
7/19/1996,chinook salmon,3,Male,5,725
7/19/1996,chinook salmon,3,Male,5,725
7/19/1996,chinook salmon,3,Male,6,780
7/19/1996,chinook salmon,3,Male,6,780
7/19/1996,chinook salmon,3,Male,6,725
7/20/1996,chinook salmon,3,Female,5,830
7/20/1996,chinook salmon,3,Female,7,885
7/20/1996,chinook salmon,3,Male,5,740
7/20/1996,chinook salmon,3,Male,5,785
7/20/1996,chinook salmon,3,Male,5,665
7/20/1996,chinook salmon,3,Male,5,685
7/20/1996,chinook salmon,3,Male,5,695
7/20/1996,chinook salmon,3,Male,5,700
7/21/1996,chinook salmon,3,Male,4,465
7/21/1996,chinook salmon,3,Male,5,720
7/21/1996,chinook salmon,3,Male,5,735
7/22/1996,chinook salmon,3,Female,5,830
7/22/1996,chinook salmon,3,Female,6,890
7/22/1996,chinook salmon,3,Female,7,900
7/22/1996,chinook salmon,3,Female,7,845
7/22/1996,chinook salmon,3,Female,7,780
7/22/1996,chinook salmon,3,Female,7,830
7/22/1996,chinook salmon,3,Male,3,400
7/22/1996,chinook salmon,3,Male,5,520
7/22/1996,chinook salmon,3,Male,5,770
7/22/1996,chinook salmon,3,Male,5,530
7/22/1996,chinook salmon,3,Male,5,640
7/22/1996,chinook salmon,3,Male,5,680
7/22/1996,chinook salmon,3,Male,5,720
7/22/1996,chinook salmon,3,Male,5,725
7/22/1996,chinook salmon,3,Male,5,740
7/23/1996,chinook salmon,3,Female,5,815
7/23/1996,chinook salmon,3,Female,5,870
7/23/1996,chinook salmon,3,Female,5,735
7/23/1996,chinook salmon,3,Female,5,740
7/23/1996,chinook salmon,3,Female,5,805
7/23/1996,chinook salmon,3,Female,6,955
7/23/1996,chinook salmon,3,Female,6,930
7/23/1996,chinook salmon,3,Female,7,840
7/23/1996,chinook salmon,3,Female,7,880
7/23/1996,chinook salmon,3,Male,4,510
7/23/1996,chinook salmon,3,Male,5,745
7/23/1996,chinook salmon,3,Male,5,890
7/23/1996,chinook salmon,3,Male,5,660
7/23/1996,chinook salmon,3,Male,5,690
7/23/1996,chinook salmon,3,Male,5,700
7/23/1996,chinook salmon,3,Male,6,730
7/23/1996,chinook salmon,3,Male,6,805
6/29/1997,chinook salmon,1,Female,6,930
6/29/1997,chinook salmon,1,Male,3,495
6/29/1997,chinook salmon,1,Male,4,510
6/29/1997,chinook salmon,1,Male,4,590
6/29/1997,chinook salmon,1,Male,5,680
6/30/1997,chinook salmon,1,Male,5,745
7/1/1997,chinook salmon,1,Female,5,805
7/1/1997,chinook salmon,1,Female,5,870
7/1/1997,chinook salmon,1,Male,4,540
7/1/1997,chinook salmon,1,Male,4,570
7/1/1997,chinook salmon,1,Male,4,630
7/1/1997,chinook salmon,1,Male,5,630
7/1/1997,chinook salmon,1,Male,5,640
7/2/1997,chinook salmon,1,Male,4,550
7/2/1997,chinook salmon,1,Male,4,610
7/2/1997,chinook salmon,1,Male,4,520
7/2/1997,chinook salmon,1,Male,4,560
7/2/1997,chinook salmon,1,Male,4,585
7/3/1997,chinook salmon,1,Female,6,800
7/3/1997,chinook salmon,1,Male,5,640
7/4/1997,chinook salmon,3,Male,6,825
7/4/1997,chinook salmon,3,Male,7,900
7/4/1997,chinook salmon,1,Female,5,660
7/4/1997,chinook salmon,1,Female,5,700
7/4/1997,chinook salmon,1,Female,6,830
7/4/1997,chinook salmon,1,Female,6,870
7/4/1997,chinook salmon,1,Female,6,770
7/4/1997,chinook salmon,1,Female,6,840
7/4/1997,chinook salmon,1,Female,6,860
7/4/1997,chinook salmon,1,Male,4,595
7/4/1997,chinook salmon,1,Male,4,600
7/4/1997,chinook salmon,1,Male,4,470
7/4/1997,chinook salmon,1,Male,4,545
7/4/1997,chinook salmon,1,Male,4,560
7/4/1997,chinook salmon,1,Male,4,560
7/4/1997,chinook salmon,1,Male,4,575
7/4/1997,chinook salmon,1,Male,4,575
7/4/1997,chinook salmon,1,Male,4,575
7/4/1997,chinook salmon,1,Male,4,580
7/4/1997,chinook salmon,1,Male,4,590
7/4/1997,chinook salmon,1,Male,4,590
7/4/1997,chinook salmon,1,Male,4,600
7/4/1997,chinook salmon,1,Male,5,650
7/4/1997,chinook salmon,1,Male,5,590
7/4/1997,chinook salmon,1,Male,5,540
7/4/1997,chinook salmon,1,Male,5,615
7/4/1997,chinook salmon,1,Male,5,640
7/4/1997,chinook salmon,1,Male,5,660
7/4/1997,chinook salmon,1,Male,5,680
7/4/1997,chinook salmon,1,Male,5,680
7/4/1997,chinook salmon,1,Male,5,700
7/4/1997,chinook salmon,1,Male,6,645
7/4/1997,chinook salmon,1,Male,6,745
7/4/1997,chinook salmon,1,Male,6,610
7/4/1997,chinook salmon,1,Male,6,790
7/4/1997,chinook salmon,1,Male,6,840
7/5/1997,chinook salmon,1,Female,6,940
7/5/1997,chinook salmon,1,Male,4,640
7/5/1997,chinook salmon,1,Male,4,640
7/5/1997,chinook salmon,1,Male,4,460
7/5/1997,chinook salmon,1,Male,4,470
7/5/1997,chinook salmon,1,Male,4,515
7/5/1997,chinook salmon,1,Male,4,540
7/5/1997,chinook salmon,1,Male,4,560
7/5/1997,chinook salmon,1,Male,5,750
7/5/1997,chinook salmon,1,Male,5,790
7/5/1997,chinook salmon,1,Male,5,580
7/5/1997,chinook salmon,1,Male,5,620
7/5/1997,chinook salmon,1,Male,5,625
7/5/1997,chinook salmon,1,Male,5,640
7/5/1997,chinook salmon,1,Male,5,650
7/5/1997,chinook salmon,1,Male,5,660
7/5/1997,chinook salmon,1,Male,5,680
7/5/1997,chinook salmon,1,Male,5,735
7/5/1997,chinook salmon,1,Male,5,750
7/5/1997,chinook salmon,1,Male,6,885
7/5/1997,chinook salmon,1,Male,6,910
7/5/1997,chinook salmon,1,Male,6,640
7/6/1997,chinook salmon,1,Female,6,980
7/6/1997,chinook salmon,1,Female,6,900
7/6/1997,chinook salmon,1,Male,4,570
7/6/1997,chinook salmon,1,Male,4,590
7/6/1997,chinook salmon,1,Male,4,530
7/6/1997,chinook salmon,1,Male,4,540
7/6/1997,chinook salmon,1,Male,5,760
7/6/1997,chinook salmon,1,Male,5,770
7/6/1997,chinook salmon,1,Male,5,555
7/6/1997,chinook salmon,1,Male,5,640
7/6/1997,chinook salmon,1,Male,5,650
7/6/1997,chinook salmon,1,Male,5,670
7/6/1997,chinook salmon,1,Male,5,670
7/6/1997,chinook salmon,1,Male,5,720
7/6/1997,chinook salmon,1,Male,6,745
7/6/1997,chinook salmon,1,Male,6,900
7/6/1997,chinook salmon,1,Male,6,775
7/6/1997,chinook salmon,1,Male,6,810
7/6/1997,chinook salmon,1,Male,6,835
7/7/1997,chinook salmon,1,Female,6,820
7/7/1997,chinook salmon,1,Male,4,545
7/7/1997,chinook salmon,1,Male,4,590
7/7/1997,chinook salmon,1,Male,4,500
7/7/1997,chinook salmon,1,Male,4,520
7/7/1997,chinook salmon,1,Male,4,525
7/7/1997,chinook salmon,1,Male,4,530
7/7/1997,chinook salmon,1,Male,4,530
7/7/1997,chinook salmon,1,Male,4,545
7/7/1997,chinook salmon,1,Male,5,720
7/7/1997,chinook salmon,1,Male,5,750
7/7/1997,chinook salmon,1,Male,5,595
7/7/1997,chinook salmon,1,Male,5,645
7/7/1997,chinook salmon,1,Male,5,645
7/7/1997,chinook salmon,1,Male,5,650
7/7/1997,chinook salmon,1,Male,5,670
7/7/1997,chinook salmon,1,Male,5,680
7/7/1997,chinook salmon,1,Male,5,695
7/7/1997,chinook salmon,1,Male,6,855
7/7/1997,chinook salmon,1,Male,6,880
7/8/1997,chinook salmon,1,Female,6,930
7/8/1997,chinook salmon,1,Female,6,780
7/8/1997,chinook salmon,1,Female,6,780
7/8/1997,chinook salmon,1,Female,6,795
7/8/1997,chinook salmon,1,Female,6,840
7/8/1997,chinook salmon,1,Female,6,870
7/8/1997,chinook salmon,1,Male,4,570
7/8/1997,chinook salmon,1,Male,4,605
7/8/1997,chinook salmon,1,Male,4,500
7/8/1997,chinook salmon,1,Male,4,525
7/8/1997,chinook salmon,1,Male,4,535
7/8/1997,chinook salmon,1,Male,4,540
7/8/1997,chinook salmon,1,Male,4,540
7/8/1997,chinook salmon,1,Male,4,540
7/8/1997,chinook salmon,1,Male,5,750
7/8/1997,chinook salmon,1,Male,5,765
7/8/1997,chinook salmon,1,Male,5,585
7/8/1997,chinook salmon,1,Male,5,650
7/9/1997,chinook salmon,1,Female,6,880
7/9/1997,chinook salmon,1,Female,6,880
7/9/1997,chinook salmon,1,Female,6,800
7/9/1997,chinook salmon,1,Female,6,865
7/9/1997,chinook salmon,1,Female,6,910
7/9/1997,chinook salmon,1,Male,4,590
7/9/1997,chinook salmon,1,Male,4,620
7/9/1997,chinook salmon,1,Male,4,490
7/9/1997,chinook salmon,1,Male,4,560
7/9/1997,chinook salmon,1,Male,4,570
7/9/1997,chinook salmon,1,Male,4,575
7/9/1997,chinook salmon,1,Male,5,665
7/9/1997,chinook salmon,1,Male,5,740
7/9/1997,chinook salmon,1,Male,5,600
7/9/1997,chinook salmon,1,Male,5,610
7/9/1997,chinook salmon,1,Male,5,650
7/9/1997,chinook salmon,1,Male,5,665
7/9/1997,chinook salmon,1,Male,5,680
7/9/1997,chinook salmon,1,Male,5,680
7/9/1997,chinook salmon,1,Male,6,780
7/9/1997,chinook salmon,1,Male,6,820
7/9/1997,chinook salmon,1,Male,6,820
7/10/1997,chinook salmon,1,Female,5,750
7/10/1997,chinook salmon,1,Male,4,585
7/10/1997,chinook salmon,1,Male,5,715
7/10/1997,chinook salmon,1,Male,5,725
7/11/1997,chinook salmon,1,Female,6,870
7/11/1997,chinook salmon,1,Female,6,950
7/11/1997,chinook salmon,1,Female,6,820
7/11/1997,chinook salmon,1,Male,4,585
7/11/1997,chinook salmon,1,Male,4,520
7/11/1997,chinook salmon,1,Male,4,490
7/11/1997,chinook salmon,1,Male,4,495
7/11/1997,chinook salmon,1,Male,4,510
7/11/1997,chinook salmon,1,Male,4,530
7/11/1997,chinook salmon,1,Male,4,530
7/11/1997,chinook salmon,1,Male,4,535
7/11/1997,chinook salmon,1,Male,4,535
7/11/1997,chinook salmon,1,Male,4,540
7/11/1997,chinook salmon,1,Male,4,545
7/11/1997,chinook salmon,1,Male,4,570
7/11/1997,chinook salmon,1,Male,4,575
7/11/1997,chinook salmon,1,Male,5,690
7/11/1997,chinook salmon,1,Male,5,745
7/11/1997,chinook salmon,1,Male,5,585
7/11/1997,chinook salmon,1,Male,5,610
7/11/1997,chinook salmon,1,Male,5,615
7/11/1997,chinook salmon,1,Male,5,615
7/11/1997,chinook salmon,1,Male,5,620
7/11/1997,chinook salmon,1,Male,5,630
7/11/1997,chinook salmon,1,Male,5,635
7/11/1997,chinook salmon,1,Male,5,640
7/11/1997,chinook salmon,1,Male,5,650
7/11/1997,chinook salmon,1,Male,6,840
7/11/1997,chinook salmon,1,Male,6,850
7/11/1997,chinook salmon,1,Male,6,810
7/12/1997,chinook salmon,1,Male,6,830
7/12/1997,chinook salmon,2,Female,6,915
7/12/1997,chinook salmon,2,Female,7,990
7/12/1997,chinook salmon,2,Male,4,430
