"","Date","Species","Strata","Sex","BroodAge","Length_mm"
"1004",1995-07-24,"chum salmon",3,"Male",4,530
"1005",1995-07-24,"chum salmon",3,"Male",4,590
"1006",1995-07-24,"chum salmon",3,"Male",4,555
"1007",1995-07-24,"chum salmon",3,"Male",4,510
"1008",1995-07-24,"chum salmon",3,"Male",4,565
"1009",1995-07-24,"chum salmon",3,"Male",4,565
"1010",1995-07-24,"chum salmon",3,"Male",4,580
"1011",1995-07-24,"chum salmon",3,"Male",4,535
"1012",1995-07-24,"chum salmon",3,"Female",5,550
"1013",1995-07-24,"chum salmon",3,"Male",5,595
"1014",1995-07-24,"chum salmon",3,"Male",5,605
"1015",1995-07-24,"chum salmon",3,"Male",5,525
"1016",1995-07-24,"chum salmon",3,"Male",5,585
"1017",1995-07-24,"chum salmon",3,"Male",5,530
"1018",1995-08-01,"chum salmon",3,"Female",4,550
"1019",1995-08-01,"chum salmon",3,"Female",4,540
"1020",1995-08-01,"chum salmon",3,"Female",4,575
"1021",1995-08-01,"chum salmon",3,"Female",4,495
"1022",1995-08-01,"chum salmon",3,"Female",4,560
"1023",1995-08-01,"chum salmon",3,"Female",4,530
"1024",1995-08-01,"chum salmon",3,"Female",4,510
"1025",1995-08-01,"chum salmon",3,"Female",4,565
"1026",1995-08-01,"chum salmon",3,"Female",4,555
"1027",1995-08-01,"chum salmon",3,"Male",4,550
"1028",1995-08-01,"chum salmon",3,"Male",4,570
"1029",1995-08-01,"chum salmon",3,"Male",4,610
"1030",1995-08-01,"chum salmon",3,"Male",4,535
"1031",1995-08-01,"chum salmon",3,"Male",4,565
"1032",1995-08-01,"chum salmon",3,"Female",5,475
"1033",1995-08-01,"chum salmon",3,"Female",5,560
"1034",1995-08-01,"chum salmon",3,"Female",5,540
"1035",1995-08-01,"chum salmon",3,"Female",5,560
"1036",1996-06-22,"chum salmon",1,"Female",4,560
"1037",1996-06-22,"chum salmon",1,"Female",4,590
"1038",1996-06-22,"chum salmon",1,"Female",4,555
"1039",1996-06-22,"chum salmon",1,"Female",4,560
"1040",1996-06-22,"chum salmon",1,"Female",4,500
"1041",1996-06-22,"chum salmon",1,"Female",4,555
"1042",1996-06-22,"chum salmon",1,"Female",4,540
"1043",1996-06-22,"chum salmon",1,"Female",4,520
"1044",1996-06-22,"chum salmon",1,"Male",4,590
"1045",1996-06-22,"chum salmon",1,"Male",4,600
"1046",1996-06-22,"chum salmon",1,"Male",4,570
"1047",1996-06-22,"chum salmon",1,"Male",4,610
"1048",1996-06-22,"chum salmon",1,"Male",4,550
"1049",1996-06-22,"chum salmon",1,"Male",4,560
"1050",1996-06-22,"chum salmon",1,"Male",4,580
"1051",1996-06-22,"chum salmon",1,"Male",4,600
"1052",1996-06-22,"chum salmon",1,"Male",4,620
"1053",1996-06-22,"chum salmon",1,"Male",4,615
"1054",1996-06-22,"chum salmon",1,"Male",4,600
"1055",1996-06-22,"chum salmon",1,"Male",4,590
"1056",1996-06-22,"chum salmon",1,"Male",4,565
"1057",1996-06-22,"chum salmon",1,"Male",4,575
"1058",1996-06-22,"chum salmon",1,"Male",4,550
"1059",1996-06-22,"chum salmon",1,"Male",4,605
"1060",1996-06-22,"chum salmon",1,"Female",5,600
"1061",1996-06-22,"chum salmon",1,"Female",5,570
"1062",1996-06-22,"chum salmon",1,"Female",5,630
"1063",1996-06-22,"chum salmon",1,"Female",5,540
"1064",1996-06-22,"chum salmon",1,"Female",5,550
"1065",1996-06-22,"chum salmon",1,"Female",5,610
"1066",1996-06-22,"chum salmon",1,"Female",5,575
"1067",1996-06-22,"chum salmon",1,"Female",5,575
"1068",1996-06-22,"chum salmon",1,"Female",5,595
"1069",1996-06-22,"chum salmon",1,"Female",5,570
"1070",1996-06-22,"chum salmon",1,"Female",5,545
"1071",1996-06-22,"chum salmon",1,"Female",5,545
"1072",1996-06-22,"chum salmon",1,"Female",5,595
"1073",1996-06-22,"chum salmon",1,"Female",5,565
"1074",1996-06-22,"chum salmon",1,"Female",5,575
"1075",1996-06-22,"chum salmon",1,"Male",5,630
"1076",1996-06-22,"chum salmon",1,"Male",5,615
"1077",1996-06-22,"chum salmon",1,"Male",5,580
"1078",1996-06-22,"chum salmon",1,"Male",5,670
"1079",1996-06-22,"chum salmon",1,"Male",5,640
"1080",1996-06-22,"chum salmon",1,"Male",5,625
"1081",1996-06-22,"chum salmon",1,"Male",5,640
"1082",1996-06-22,"chum salmon",1,"Male",5,610
"1083",1996-06-22,"chum salmon",1,"Male",5,595
"1084",1996-06-22,"chum salmon",1,"Male",5,605
"1085",1996-06-22,"chum salmon",1,"Male",5,610
"1086",1996-06-22,"chum salmon",1,"Male",5,630
"1087",1996-06-22,"chum salmon",1,"Male",5,640
"1088",1996-06-22,"chum salmon",1,"Male",5,610
"1089",1996-06-22,"chum salmon",1,"Male",5,630
"1090",1996-06-22,"chum salmon",1,"Male",5,570
"1091",1996-06-22,"chum salmon",1,"Male",5,605
"1092",1996-06-22,"chum salmon",1,"Male",5,640
"1093",1996-06-22,"chum salmon",1,"Male",5,610
"1094",1996-06-22,"chum salmon",1,"Male",5,610
"1095",1996-06-22,"chum salmon",1,"Male",5,585
"1096",1996-06-22,"chum salmon",1,"Male",5,605
"1097",1996-06-22,"chum salmon",1,"Male",5,600
"1098",1996-06-22,"chum salmon",1,"Male",5,575
"1099",1996-06-22,"chum salmon",1,"Male",5,620
"1100",1996-06-22,"chum salmon",1,"Male",5,615
"1101",1996-06-22,"chum salmon",1,"Male",5,590
"1102",1996-06-22,"chum salmon",1,"Male",5,580
"1103",1996-06-22,"chum salmon",1,"Male",5,630
"1104",1996-06-22,"chum salmon",1,"Male",5,640
"1105",1996-06-22,"chum salmon",1,"Male",5,595
"1106",1996-06-22,"chum salmon",1,"Male",5,610
"1107",1996-06-22,"chum salmon",1,"Male",5,635
"1108",1996-06-22,"chum salmon",1,"Male",5,600
"1109",1996-06-22,"chum salmon",1,"Male",5,595
"1110",1996-06-22,"chum salmon",1,"Male",5,585
"1111",1996-06-22,"chum salmon",1,"Male",5,610
"1112",1996-06-22,"chum salmon",1,"Male",5,600
"1113",1996-06-22,"chum salmon",1,"Male",5,600
"1114",1996-06-22,"chum salmon",1,"Male",5,585
"1115",1996-06-22,"chum salmon",1,"Male",5,590
"1116",1996-06-22,"chum salmon",1,"Male",5,560
"1117",1996-06-22,"chum salmon",1,"Male",5,595
"1118",1996-06-22,"chum salmon",1,"Male",5,570
"1119",1996-06-22,"chum salmon",1,"Male",5,570
"1120",1996-06-22,"chum salmon",1,"Male",5,585
"1121",1996-06-22,"chum salmon",1,"Male",5,585
"1122",1996-06-22,"chum salmon",1,"Female",6,580
"1123",1996-06-22,"chum salmon",1,"Female",6,590
"1124",1996-06-22,"chum salmon",1,"Female",6,610
"1125",1996-06-22,"chum salmon",1,"Female",6,595
"1126",1996-06-22,"chum salmon",1,"Female",6,575
"1127",1996-06-22,"chum salmon",1,"Female",6,585
"1128",1996-06-22,"chum salmon",1,"Male",6,600
"1129",1996-06-22,"chum salmon",1,"Male",6,625
"1130",1996-06-22,"chum salmon",1,"Male",6,585
"1131",1996-06-22,"chum salmon",1,"Male",6,610
"1132",1996-06-22,"chum salmon",1,"Male",6,655
"1133",1996-06-22,"chum salmon",1,"Male",6,615
"1134",1996-06-22,"chum salmon",1,"Male",6,595
"1135",1996-06-22,"chum salmon",1,"Male",6,605
"1136",1996-06-22,"chum salmon",1,"Male",6,625
"1137",1996-06-22,"chum salmon",1,"Male",6,615
"1138",1996-06-22,"chum salmon",1,"Male",6,590
"1139",1996-06-22,"chum salmon",1,"Male",6,610
"1140",1996-06-22,"chum salmon",1,"Male",7,650
"1141",1996-06-23,"chum salmon",1,"Female",4,545
"1142",1996-06-23,"chum salmon",1,"Female",4,570
"1143",1996-06-23,"chum salmon",1,"Female",4,550
"1144",1996-06-23,"chum salmon",1,"Male",4,590
"1145",1996-06-23,"chum salmon",1,"Male",4,580
"1146",1996-06-23,"chum salmon",1,"Male",4,595
"1147",1996-06-23,"chum salmon",1,"Male",4,560
"1148",1996-06-23,"chum salmon",1,"Male",4,530
"1149",1996-06-23,"chum salmon",1,"Female",5,575
"1150",1996-06-23,"chum salmon",1,"Female",5,575
"1151",1996-06-23,"chum salmon",1,"Female",5,570
"1152",1996-06-23,"chum salmon",1,"Female",5,595
"1153",1996-06-23,"chum salmon",1,"Female",5,585
"1154",1996-06-23,"chum salmon",1,"Female",5,560
"1155",1996-06-23,"chum salmon",1,"Female",5,570
"1156",1996-06-23,"chum salmon",1,"Female",5,575
"1157",1996-06-23,"chum salmon",1,"Female",5,575
"1158",1996-06-23,"chum salmon",1,"Female",5,565
"1159",1996-06-23,"chum salmon",1,"Male",5,620
"1160",1996-06-23,"chum salmon",1,"Male",5,550
"1161",1996-06-23,"chum salmon",1,"Male",5,625
"1162",1996-06-23,"chum salmon",1,"Male",5,580
"1163",1996-06-23,"chum salmon",1,"Male",5,590
"1164",1996-06-23,"chum salmon",1,"Male",5,615
"1165",1996-06-23,"chum salmon",1,"Male",5,610
"1166",1996-06-23,"chum salmon",1,"Male",5,610
"1167",1996-06-23,"chum salmon",1,"Male",5,640
"1168",1996-06-23,"chum salmon",1,"Male",5,615
"1169",1996-06-23,"chum salmon",1,"Male",5,540
"1170",1996-06-23,"chum salmon",1,"Male",5,595
"1171",1996-06-23,"chum salmon",1,"Male",5,555
"1172",1996-06-23,"chum salmon",1,"Male",5,595
"1173",1996-06-23,"chum salmon",1,"Male",5,595
"1174",1996-06-23,"chum salmon",1,"Male",5,570
"1175",1996-06-23,"chum salmon",1,"Male",5,585
"1176",1996-06-23,"chum salmon",1,"Male",5,625
"1177",1996-06-23,"chum salmon",1,"Male",5,570
"1178",1996-06-23,"chum salmon",1,"Female",6,565
"1179",1996-06-23,"chum salmon",1,"Female",6,600
"1180",1996-06-23,"chum salmon",1,"Female",6,610
"1181",1996-06-23,"chum salmon",1,"Female",6,590
"1182",1996-06-23,"chum salmon",1,"Female",6,555
"1183",1996-06-23,"chum salmon",1,"Female",6,574
"1184",1996-06-23,"chum salmon",1,"Female",6,565
"1185",1996-06-23,"chum salmon",1,"Female",6,550
"1186",1996-06-23,"chum salmon",1,"Male",6,620
"1187",1996-06-23,"chum salmon",1,"Male",6,600
"1188",1996-06-23,"chum salmon",1,"Male",6,630
"1189",1996-06-23,"chum salmon",1,"Male",6,615
"1190",1996-06-23,"chum salmon",1,"Male",6,645
"1191",1996-06-23,"chum salmon",1,"Male",6,585
"1192",1996-06-29,"chum salmon",1,"Female",4,535
"1193",1996-06-29,"chum salmon",1,"Female",4,565
"1194",1996-06-29,"chum salmon",1,"Female",4,560
"1195",1996-06-29,"chum salmon",1,"Female",4,570
"1196",1996-06-29,"chum salmon",1,"Male",4,580
"1197",1996-06-29,"chum salmon",1,"Male",4,555
"1198",1996-06-29,"chum salmon",1,"Male",4,645
"1199",1996-06-29,"chum salmon",1,"Male",4,570
"1200",1996-06-29,"chum salmon",1,"Male",4,560
"1201",1996-06-29,"chum salmon",1,"Male",4,590
"1202",1996-06-29,"chum salmon",1,"Female",5,570
"1203",1996-06-29,"chum salmon",1,"Female",5,560
"1204",1996-06-29,"chum salmon",1,"Female",5,580
"1205",1996-06-29,"chum salmon",1,"Female",5,565
"1206",1996-06-29,"chum salmon",1,"Female",5,570
"1207",1996-06-29,"chum salmon",1,"Female",5,595
"1208",1996-06-29,"chum salmon",1,"Female",5,565
"1209",1996-06-29,"chum salmon",1,"Female",5,580
"1210",1996-06-29,"chum salmon",1,"Female",5,585
"1211",1996-06-29,"chum salmon",1,"Female",5,565
"1212",1996-06-29,"chum salmon",1,"Female",5,550
"1213",1996-06-29,"chum salmon",1,"Female",5,570
"1214",1996-06-29,"chum salmon",1,"Female",5,580
"1215",1996-06-29,"chum salmon",1,"Male",5,595
"1216",1996-06-29,"chum salmon",1,"Male",5,585
"1217",1996-06-29,"chum salmon",1,"Male",5,655
"1218",1996-06-29,"chum salmon",1,"Male",5,575
"1219",1996-06-29,"chum salmon",1,"Male",5,610
"1220",1996-06-29,"chum salmon",1,"Male",5,590
"1221",1996-06-29,"chum salmon",1,"Male",5,615
"1222",1996-06-29,"chum salmon",1,"Male",5,565
"1223",1996-06-29,"chum salmon",1,"Male",5,585
"1224",1996-06-29,"chum salmon",1,"Male",5,530
"1225",1996-06-29,"chum salmon",1,"Male",5,570
"1226",1996-06-29,"chum salmon",1,"Male",5,600
"1227",1996-06-29,"chum salmon",1,"Male",5,595
"1228",1996-06-29,"chum salmon",1,"Male",5,555
"1229",1996-06-29,"chum salmon",1,"Male",5,630
"1230",1996-06-29,"chum salmon",1,"Male",5,595
"1231",1996-06-29,"chum salmon",1,"Male",5,565
"1232",1996-06-29,"chum salmon",1,"Male",6,575
"1233",1996-06-30,"chum salmon",1,"Female",4,585
"1234",1996-06-30,"chum salmon",1,"Female",4,560
"1235",1996-06-30,"chum salmon",1,"Female",4,540
"1236",1996-06-30,"chum salmon",1,"Female",4,540
"1237",1996-06-30,"chum salmon",1,"Female",4,585
"1238",1996-06-30,"chum salmon",1,"Female",4,560
"1239",1996-06-30,"chum salmon",1,"Female",4,510
"1240",1996-06-30,"chum salmon",1,"Female",4,520
"1241",1996-06-30,"chum salmon",1,"Male",4,560
"1242",1996-06-30,"chum salmon",1,"Male",4,545
"1243",1996-06-30,"chum salmon",1,"Male",4,570
"1244",1996-06-30,"chum salmon",1,"Male",4,605
"1245",1996-06-30,"chum salmon",1,"Male",4,570
"1246",1996-06-30,"chum salmon",1,"Male",4,570
"1247",1996-06-30,"chum salmon",1,"Male",4,555
"1248",1996-06-30,"chum salmon",1,"Male",4,540
"1249",1996-06-30,"chum salmon",1,"Male",4,550
"1250",1996-06-30,"chum salmon",1,"Male",4,565
"1251",1996-06-30,"chum salmon",1,"Male",4,555
"1252",1996-06-30,"chum salmon",1,"Male",4,575
"1253",1996-06-30,"chum salmon",1,"Male",4,595
"1254",1996-06-30,"chum salmon",1,"Male",4,585
"1255",1996-06-30,"chum salmon",1,"Male",4,605
"1256",1996-06-30,"chum salmon",1,"Male",4,550
"1257",1996-06-30,"chum salmon",1,"Male",4,590
"1258",1996-06-30,"chum salmon",1,"Male",4,560
"1259",1996-06-30,"chum salmon",1,"Female",5,565
"1260",1996-06-30,"chum salmon",1,"Female",5,560
"1261",1996-06-30,"chum salmon",1,"Female",5,585
"1262",1996-06-30,"chum salmon",1,"Female",5,565
"1263",1996-06-30,"chum salmon",1,"Female",5,540
"1264",1996-06-30,"chum salmon",1,"Female",5,560
"1265",1996-06-30,"chum salmon",1,"Female",5,615
"1266",1996-06-30,"chum salmon",1,"Female",5,550
"1267",1996-06-30,"chum salmon",1,"Female",5,570
"1268",1996-06-30,"chum salmon",1,"Female",5,580
"1269",1996-06-30,"chum salmon",1,"Female",5,570
"1270",1996-06-30,"chum salmon",1,"Female",5,545
"1271",1996-06-30,"chum salmon",1,"Female",5,580
"1272",1996-06-30,"chum salmon",1,"Female",5,560
"1273",1996-06-30,"chum salmon",1,"Female",5,540
"1274",1996-06-30,"chum salmon",1,"Female",5,595
"1275",1996-06-30,"chum salmon",1,"Male",5,640
"1276",1996-06-30,"chum salmon",1,"Male",5,575
"1277",1996-06-30,"chum salmon",1,"Male",5,580
"1278",1996-06-30,"chum salmon",1,"Male",5,550
"1279",1996-06-30,"chum salmon",1,"Male",5,620
"1280",1996-06-30,"chum salmon",1,"Male",5,575
"1281",1996-06-30,"chum salmon",1,"Male",5,645
"1282",1996-06-30,"chum salmon",1,"Male",5,580
"1283",1996-06-30,"chum salmon",1,"Male",5,605
"1284",1996-06-30,"chum salmon",1,"Male",5,615
"1285",1996-06-30,"chum salmon",1,"Male",5,610
"1286",1996-06-30,"chum salmon",1,"Male",5,630
"1287",1996-06-30,"chum salmon",1,"Male",5,655
"1288",1996-06-30,"chum salmon",1,"Male",5,585
"1289",1996-06-30,"chum salmon",1,"Male",5,585
"1290",1996-06-30,"chum salmon",1,"Male",5,565
"1291",1996-06-30,"chum salmon",1,"Male",5,595
"1292",1996-06-30,"chum salmon",1,"Male",5,590
"1293",1996-06-30,"chum salmon",1,"Male",5,590
"1294",1996-06-30,"chum salmon",1,"Male",5,605
"1295",1996-06-30,"chum salmon",1,"Male",5,570
"1296",1996-06-30,"chum salmon",1,"Male",5,630
"1297",1996-06-30,"chum salmon",1,"Male",5,585
"1298",1996-06-30,"chum salmon",1,"Male",5,575
"1299",1996-06-30,"chum salmon",1,"Male",5,590
"1300",1996-06-30,"chum salmon",1,"Male",5,580
"1301",1996-06-30,"chum salmon",1,"Male",5,580
"1302",1996-06-30,"chum salmon",1,"Male",5,565
"1303",1996-06-30,"chum salmon",1,"Male",5,585
"1304",1996-06-30,"chum salmon",1,"Male",5,610
"1305",1996-06-30,"chum salmon",1,"Male",5,595
"1306",1996-06-30,"chum salmon",1,"Male",5,600
"1307",1996-06-30,"chum salmon",1,"Male",5,600
"1308",1996-06-30,"chum salmon",1,"Male",5,580
"1309",1996-06-30,"chum salmon",1,"Male",5,600
"1310",1996-06-30,"chum salmon",1,"Female",6,565
"1311",1996-06-30,"chum salmon",1,"Female",6,535
"1312",1996-06-30,"chum salmon",1,"Female",6,555
"1313",1996-06-30,"chum salmon",1,"Female",6,590
"1314",1996-06-30,"chum salmon",1,"Male",6,610
"1315",1996-06-30,"chum salmon",1,"Male",6,585
"1316",1996-06-30,"chum salmon",1,"Male",6,565
"1317",1996-06-30,"chum salmon",1,"Male",6,585
"1318",1996-06-30,"chum salmon",1,"Male",6,585
"1319",1996-06-30,"chum salmon",1,"Male",6,640
"1320",1996-06-30,"chum salmon",1,"Male",6,565
"1321",1996-06-30,"chum salmon",1,"Male",6,590
"1322",1996-07-01,"chum salmon",2,"Female",4,515
"1323",1996-07-01,"chum salmon",2,"Female",4,545
"1324",1996-07-01,"chum salmon",2,"Female",4,545
"1325",1996-07-01,"chum salmon",2,"Female",4,540
"1326",1996-07-01,"chum salmon",2,"Female",4,550
"1327",1996-07-01,"chum salmon",2,"Female",4,585
"1328",1996-07-01,"chum salmon",2,"Female",4,545
"1329",1996-07-01,"chum salmon",2,"Male",4,570
"1330",1996-07-01,"chum salmon",2,"Male",4,565
"1331",1996-07-01,"chum salmon",2,"Male",4,550
"1332",1996-07-01,"chum salmon",2,"Male",4,560
"1333",1996-07-01,"chum salmon",2,"Male",4,595
"1334",1996-07-01,"chum salmon",2,"Male",4,580
"1335",1996-07-01,"chum salmon",2,"Male",4,570
"1336",1996-07-01,"chum salmon",2,"Male",4,580
"1337",1996-07-01,"chum salmon",2,"Female",5,565
"1338",1996-07-01,"chum salmon",2,"Female",5,515
"1339",1996-07-01,"chum salmon",2,"Female",5,585
"1340",1996-07-01,"chum salmon",2,"Female",5,565
"1341",1996-07-01,"chum salmon",2,"Female",5,560
"1342",1996-07-01,"chum salmon",2,"Female",5,570
"1343",1996-07-01,"chum salmon",2,"Female",5,590
"1344",1996-07-01,"chum salmon",2,"Female",5,560
"1345",1996-07-01,"chum salmon",2,"Male",5,570
"1346",1996-07-01,"chum salmon",2,"Male",5,650
"1347",1996-07-01,"chum salmon",2,"Male",5,590
"1348",1996-07-01,"chum salmon",2,"Male",5,550
"1349",1996-07-01,"chum salmon",2,"Male",5,610
"1350",1996-07-01,"chum salmon",2,"Female",6,560
"1351",1996-07-06,"chum salmon",2,"Female",4,535
"1352",1996-07-06,"chum salmon",2,"Female",4,535
"1353",1996-07-06,"chum salmon",2,"Female",4,535
"1354",1996-07-06,"chum salmon",2,"Female",4,550
"1355",1996-07-06,"chum salmon",2,"Female",4,565
"1356",1996-07-06,"chum salmon",2,"Female",4,525
"1357",1996-07-06,"chum salmon",2,"Female",4,520
"1358",1996-07-06,"chum salmon",2,"Female",4,555
"1359",1996-07-06,"chum salmon",2,"Female",4,530
"1360",1996-07-06,"chum salmon",2,"Female",4,515
"1361",1996-07-06,"chum salmon",2,"Female",4,550
"1362",1996-07-06,"chum salmon",2,"Female",4,545
"1363",1996-07-06,"chum salmon",2,"Female",4,560
"1364",1996-07-06,"chum salmon",2,"Female",4,530
"1365",1996-07-06,"chum salmon",2,"Female",4,540
"1366",1996-07-06,"chum salmon",2,"Female",4,520
"1367",1996-07-06,"chum salmon",2,"Female",4,540
"1368",1996-07-06,"chum salmon",2,"Female",4,545
"1369",1996-07-06,"chum salmon",2,"Female",4,530
"1370",1996-07-06,"chum salmon",2,"Male",4,540
"1371",1996-07-06,"chum salmon",2,"Male",4,590
"1372",1996-07-06,"chum salmon",2,"Male",4,565
"1373",1996-07-06,"chum salmon",2,"Male",4,600
"1374",1996-07-06,"chum salmon",2,"Male",4,565
"1375",1996-07-06,"chum salmon",2,"Male",4,570
"1376",1996-07-06,"chum salmon",2,"Male",4,545
"1377",1996-07-06,"chum salmon",2,"Male",4,525
"1378",1996-07-06,"chum salmon",2,"Male",4,580
"1379",1996-07-06,"chum salmon",2,"Male",4,580
"1380",1996-07-06,"chum salmon",2,"Male",4,540
"1381",1996-07-06,"chum salmon",2,"Male",4,580
"1382",1996-07-06,"chum salmon",2,"Male",4,550
"1383",1996-07-06,"chum salmon",2,"Male",4,545
"1384",1996-07-06,"chum salmon",2,"Male",4,550
"1385",1996-07-06,"chum salmon",2,"Female",5,585
"1386",1996-07-06,"chum salmon",2,"Female",5,595
"1387",1996-07-06,"chum salmon",2,"Female",5,560
"1388",1996-07-06,"chum salmon",2,"Female",5,575
"1389",1996-07-06,"chum salmon",2,"Female",5,575
"1390",1996-07-06,"chum salmon",2,"Female",5,565
"1391",1996-07-06,"chum salmon",2,"Female",5,540
"1392",1996-07-06,"chum salmon",2,"Female",5,580
"1393",1996-07-06,"chum salmon",2,"Female",5,565
"1394",1996-07-06,"chum salmon",2,"Female",5,580
"1395",1996-07-06,"chum salmon",2,"Female",5,530
"1396",1996-07-06,"chum salmon",2,"Female",5,585
"1397",1996-07-06,"chum salmon",2,"Male",5,560
"1398",1996-07-06,"chum salmon",2,"Male",5,610
"1399",1996-07-06,"chum salmon",2,"Male",5,560
"1400",1996-07-06,"chum salmon",2,"Male",5,590
"1401",1996-07-06,"chum salmon",2,"Male",5,620
"1402",1996-07-06,"chum salmon",2,"Male",5,575
"1403",1996-07-06,"chum salmon",2,"Male",5,550
"1404",1996-07-06,"chum salmon",2,"Male",5,630
"1405",1996-07-06,"chum salmon",2,"Male",5,580
"1406",1996-07-06,"chum salmon",2,"Male",5,560
"1407",1996-07-06,"chum salmon",2,"Male",5,585
"1408",1996-07-06,"chum salmon",2,"Male",5,560
"1409",1996-07-06,"chum salmon",2,"Male",5,530
"1410",1996-07-06,"chum salmon",2,"Male",5,585
"1411",1996-07-06,"chum salmon",2,"Male",5,570
"1412",1996-07-06,"chum salmon",2,"Male",5,600
"1413",1996-07-06,"chum salmon",2,"Male",5,575
"1414",1996-07-06,"chum salmon",2,"Male",5,615
"1415",1996-07-06,"chum salmon",2,"Male",5,570
"1416",1996-07-06,"chum salmon",2,"Male",5,555
"1417",1996-07-06,"chum salmon",2,"Male",6,685
"1418",1996-07-07,"chum salmon",2,"Female",4,535
"1419",1996-07-07,"chum salmon",2,"Female",4,565
"1420",1996-07-07,"chum salmon",2,"Female",4,530
"1421",1996-07-07,"chum salmon",2,"Female",4,520
"1422",1996-07-07,"chum salmon",2,"Female",4,520
"1423",1996-07-07,"chum salmon",2,"Female",4,550
"1424",1996-07-07,"chum salmon",2,"Female",4,555
"1425",1996-07-07,"chum salmon",2,"Female",4,530
"1426",1996-07-07,"chum salmon",2,"Female",4,520
"1427",1996-07-07,"chum salmon",2,"Female",4,545
"1428",1996-07-07,"chum salmon",2,"Female",4,510
"1429",1996-07-07,"chum salmon",2,"Female",4,550
"1430",1996-07-07,"chum salmon",2,"Female",4,540
"1431",1996-07-07,"chum salmon",2,"Female",4,545
"1432",1996-07-07,"chum salmon",2,"Female",4,566
"1433",1996-07-07,"chum salmon",2,"Female",4,530
"1434",1996-07-07,"chum salmon",2,"Female",4,560
"1435",1996-07-07,"chum salmon",2,"Female",4,590
"1436",1996-07-07,"chum salmon",2,"Female",4,565
"1437",1996-07-07,"chum salmon",2,"Female",4,530
"1438",1996-07-07,"chum salmon",2,"Female",4,535
"1439",1996-07-07,"chum salmon",2,"Female",4,520
"1440",1996-07-07,"chum salmon",2,"Male",4,555
"1441",1996-07-07,"chum salmon",2,"Male",4,525
"1442",1996-07-07,"chum salmon",2,"Male",4,570
"1443",1996-07-07,"chum salmon",2,"Male",4,570
"1444",1996-07-07,"chum salmon",2,"Male",4,565
"1445",1996-07-07,"chum salmon",2,"Male",4,540
"1446",1996-07-07,"chum salmon",2,"Male",4,560
"1447",1996-07-07,"chum salmon",2,"Male",4,560
"1448",1996-07-07,"chum salmon",2,"Male",4,555
"1449",1996-07-07,"chum salmon",2,"Male",4,580
"1450",1996-07-07,"chum salmon",2,"Male",4,535
"1451",1996-07-07,"chum salmon",2,"Male",4,590
"1452",1996-07-07,"chum salmon",2,"Male",4,530
"1453",1996-07-07,"chum salmon",2,"Male",4,560
"1454",1996-07-07,"chum salmon",2,"Male",4,530
"1455",1996-07-07,"chum salmon",2,"Female",5,530
"1456",1996-07-07,"chum salmon",2,"Female",5,565
"1457",1996-07-07,"chum salmon",2,"Female",5,580
"1458",1996-07-07,"chum salmon",2,"Female",5,585
"1459",1996-07-07,"chum salmon",2,"Female",5,615
"1460",1996-07-07,"chum salmon",2,"Female",5,575
"1461",1996-07-07,"chum salmon",2,"Female",5,545
"1462",1996-07-07,"chum salmon",2,"Female",5,535
"1463",1996-07-07,"chum salmon",2,"Female",5,540
"1464",1996-07-07,"chum salmon",2,"Female",5,595
"1465",1996-07-07,"chum salmon",2,"Female",5,515
"1466",1996-07-07,"chum salmon",2,"Female",5,555
"1467",1996-07-07,"chum salmon",2,"Female",5,565
"1468",1996-07-07,"chum salmon",2,"Female",5,580
"1469",1996-07-07,"chum salmon",2,"Female",5,545
"1470",1996-07-07,"chum salmon",2,"Male",5,600
"1471",1996-07-07,"chum salmon",2,"Male",5,565
"1472",1996-07-07,"chum salmon",2,"Male",5,570
"1473",1996-07-07,"chum salmon",2,"Male",5,605
"1474",1996-07-07,"chum salmon",2,"Male",5,585
"1475",1996-07-07,"chum salmon",2,"Male",5,565
"1476",1996-07-07,"chum salmon",2,"Male",5,565
"1477",1996-07-07,"chum salmon",2,"Male",5,590
"1478",1996-07-07,"chum salmon",2,"Male",5,595
"1479",1996-07-07,"chum salmon",2,"Male",5,600
"1480",1996-07-07,"chum salmon",2,"Male",5,525
"1481",1996-07-07,"chum salmon",2,"Male",5,560
"1482",1996-07-07,"chum salmon",2,"Male",5,565
"1483",1996-07-07,"chum salmon",2,"Male",5,590
"1484",1996-07-07,"chum salmon",2,"Male",5,585
"1485",1996-07-07,"chum salmon",2,"Male",5,610
"1486",1996-07-07,"chum salmon",2,"Male",5,550
"1487",1996-07-07,"chum salmon",2,"Male",5,585
"1488",1996-07-07,"chum salmon",2,"Female",6,570
"1489",1996-07-07,"chum salmon",2,"Female",6,585
"1490",1996-07-07,"chum salmon",2,"Female",6,595
"1491",1996-07-07,"chum salmon",2,"Male",6,590
"1492",1996-07-07,"chum salmon",2,"Male",6,595
"1493",1996-07-07,"chum salmon",2,"Male",6,595
"1494",1996-07-13,"chum salmon",2,"Female",4,580
"1495",1996-07-13,"chum salmon",2,"Female",4,550
"1496",1996-07-13,"chum salmon",2,"Female",4,570
"1497",1996-07-13,"chum salmon",2,"Female",4,560
"1498",1996-07-13,"chum salmon",2,"Female",4,560
"1499",1996-07-13,"chum salmon",2,"Female",4,560
"1500",1996-07-13,"chum salmon",2,"Female",4,505
"1501",1996-07-13,"chum salmon",2,"Female",4,520
